date,AAPL,AMZN,GOOGL,JPM,MSFT
2017-08-08,160.08,989.84,944.19,93.68,72.79
2017-08-09,161.06,982.01,940.08,93.53,72.47
2017-08-10,155.32,956.92,923.59,92.19,71.41
2017-08-11,157.48,967.99,930.09,91.42,72.5
2017-08-14,159.85,983.3,938.93,92.49,73.59
2017-08-15,161.6,982.74,938.08,92.73,73.22
2017-08-16,160.95,978.18,944.27,92.09,73.65
2017-08-17,157.86,960.57,927.66,90.65,72.4
2017-08-18,157.5,958.47,926.18,90.74,72.49
2017-08-21,157.21,953.29,920.87,90.63,72.15
2017-08-22,159.78,966.9,940.4,91.56,73.16
2017-08-23,159.98,958.0,942.58,91.67,72.72
2017-08-24,159.27,952.45,936.89,91.52,72.69
2017-08-25,159.86,945.26,930.5,91.89,72.82
2017-08-28,161.47,946.02,928.13,91.6,72.83
2017-08-29,162.91,954.06,935.75,91.1,73.05
2017-08-30,163.35,967.59,943.63,91.31,74.01
2017-08-31,164.0,980.6,955.24,90.89,74.77
2017-09-01,164.05,978.25,951.99,91.7,73.94
2017-09-05,162.08,965.27,941.48,89.51,73.61
2017-09-06,161.91,967.8,942.02,90.11,73.4
2017-09-07,161.26,979.47,949.89,88.53,74.34
2017-09-08,158.63,965.9,941.41,88.42,73.98
2017-09-11,161.5,977.96,943.29,89.79,74.76
2017-09-12,160.86,982.58,946.65,90.89,74.68
2017-09-13,159.65,999.6,950.44,91.15,75.21
2017-09-14,158.28,992.21,940.13,90.97,74.77
2017-09-15,159.88,986.79,935.29,91.62,75.31
2017-09-18,158.67,974.19,929.75,92.92,75.16
2017-09-19,158.73,969.86,936.86,93.94,75.44
2017-09-20,156.07,973.21,947.54,94.6,74.94
2017-09-21,153.39,964.65,947.55,95.03,74.21
2017-09-22,151.89,955.1,943.26,94.83,74.41
2017-09-25,150.55,939.79,934.28,94.12,73.26
2017-09-26,153.14,938.6,937.43,93.7,73.26
2017-09-27,154.23,950.87,959.9,95.18,73.85
2017-09-28,153.28,956.4,964.81,95.38,73.87
2017-09-29,154.12,961.35,973.72,95.51,74.49
2017-10-02,153.81,959.19,967.47,96.84,74.61
2017-10-03,154.48,957.1,972.08,97.35,74.26
2017-10-04,153.48,965.45,966.78,96.36,74.69
2017-10-05,155.39,980.85,985.19,97.09,75.97
2017-10-06,155.3,989.58,993.64,96.92,76.0
2017-10-09,155.84,990.99,992.31,96.41,76.29
2017-10-10,155.9,987.2,987.8,97.13,76.29
2017-10-11,156.55,995.0,1005.65,96.84,76.42
2017-10-12,156.0,1000.93,1005.65,95.99,77.12
2017-10-13,156.99,1002.94,1007.87,95.86,77.49
2017-10-16,159.88,1006.34,1009.35,97.84,77.65
2017-10-17,160.47,1009.13,1011.0,97.62,77.59
2017-10-18,159.76,997.0,1012.74,97.99,77.61
2017-10-19,155.98,986.61,1001.84,98.11,77.91
2017-10-20,156.25,982.91,1005.07,99.51,78.81
2017-10-23,156.17,966.3,985.54,99.34,78.83
2017-10-24,157.1,975.9,988.49,100.92,78.86
2017-10-25,156.41,972.91,991.46,101.04,78.63
2017-10-26,157.41,972.43,991.42,101.74,78.76
2017-10-27,163.05,1100.95,1033.67,101.77,83.81
2017-10-30,166.72,1110.85,1033.13,101.41,83.89
2017-10-31,169.04,1105.28,1033.04,100.61,83.18
2017-11-01,166.89,1103.68,1042.6,100.92,83.18
2017-11-02,168.11,1094.22,1042.97,101.59,84.05
2017-11-03,172.5,1111.6,1049.99,101.41,84.14
2017-11-06,174.25,1120.66,1042.68,100.78,84.47
2017-11-07,174.81,1123.17,1052.39,98.75,84.27
2017-11-08,176.24,1132.88,1058.29,97.64,84.56
2017-11-09,175.88,1129.13,1047.72,97.63,84.09
2017-11-10,174.67,1125.35,1044.15,97.51,83.87
2017-11-13,173.97,1129.17,1041.2,97.86,83.93
2017-11-14,171.34,1136.84,1041.64,97.27,84.05
2017-11-15,169.08,1126.69,1036.41,98.19,82.98
2017-11-16,171.1,1137.29,1048.47,98.47,83.2
2017-11-17,170.15,1129.88,1035.89,98.14,82.4
2017-11-20,169.98,1126.31,1034.66,99.01,82.53
2017-11-21,173.14,1139.49,1050.3,98.93,83.72
2017-11-22,174.96,1156.16,1051.92,98.64,83.11
2017-11-24,174.97,1186.0,1056.52,98.32,83.26
2017-11-27,174.09,1195.83,1072.01,97.93,83.87
2017-11-28,173.07,1193.6,1063.29,101.36,84.88
2017-11-29,169.48,1161.27,1037.38,103.73,83.34
2017-11-30,171.85,1176.75,1036.17,104.52,84.17
2017-12-01,171.05,1162.35,1025.07,104.79,84.26
2017-12-04,169.8,1133.95,1011.87,106.95,81.08
2017-12-05,169.64,1141.57,1019.6,105.72,81.59
2017-12-06,169.01,1152.35,1032.72,104.93,82.78
2017-12-07,169.32,1159.79,1044.57,104.62,82.49
2017-12-08,169.37,1162.0,1049.38,105.93,84.16
2017-12-11,172.67,1168.92,1051.97,105.62,85.23
2017-12-12,171.7,1165.08,1048.77,106.85,85.58
2017-12-13,172.27,1164.13,1051.39,105.51,85.35
2017-12-14,172.22,1174.26,1057.47,104.66,84.69
2017-12-15,173.97,1179.14,1072.0,106.14,86.85
2017-12-18,176.42,1190.58,1085.09,106.96,86.38
2017-12-19,174.54,1187.38,1079.78,106.51,85.83
2017-12-20,174.35,1177.62,1073.56,106.14,85.52
2017-12-21,175.01,1174.76,1070.85,107.83,85.5
2017-12-22,175.01,1168.36,1068.86,107.45,85.51
2017-12-26,170.57,1176.76,1065.85,107.02,85.4
2017-12-27,170.6,1182.26,1060.2,107.22,85.71
2017-12-28,171.08,1186.1,1055.95,107.79,85.72
2017-12-29,169.23,1169.47,1053.4,106.94,85.54
2018-01-02,172.26,1189.01,1073.21,107.95,85.95
2018-01-03,172.23,1204.2,1091.52,108.06,86.35
2018-01-04,173.03,1209.59,1095.76,109.04,87.11
2018-01-05,175.0,1229.14,1110.29,108.34,88.19
2018-01-08,174.35,1246.87,1114.21,108.5,88.28
2018-01-09,174.33,1252.7,1112.79,109.05,88.22
2018-01-10,174.29,1254.33,1110.14,110.25,87.82
2018-01-11,175.28,1276.68,1112.05,110.84,88.08
2018-01-12,177.09,1305.2,1130.65,112.67,89.6
2018-01-16,176.19,1304.86,1130.7,112.27,88.35
2018-01-17,179.1,1295.0,1139.1,112.99,90.14
2018-01-18,179.26,1293.32,1135.97,113.26,90.1
2018-01-19,178.46,1294.58,1143.5,113.01,90.0
2018-01-22,177.0,1327.31,1164.16,114.33,91.61
2018-01-23,177.04,1362.54,1176.17,114.21,91.9
2018-01-24,174.22,1357.51,1171.29,115.67,91.82
2018-01-25,171.11,1377.95,1182.14,115.7,92.33
2018-01-26,171.51,1402.05,1187.56,116.32,94.06
2018-01-29,167.96,1417.68,1186.48,116.2,93.92
2018-01-30,166.97,1437.82,1177.37,115.11,92.74
2018-01-31,167.43,1450.89,1182.22,115.67,95.01
2018-02-01,167.78,1390.0,1181.59,116.87,94.26
2018-02-02,160.5,1429.95,1119.2,114.28,91.78
2018-02-05,156.49,1390.0,1062.39,108.8,88.0
2018-02-06,163.03,1442.84,1084.43,112.11,91.33
2018-02-07,159.54,1416.78,1055.41,112.87,89.61
